id,english,chinese
35247,"wavelet","(海面或湖面的)微波"
35248,"waver","动摇"
35249,"wavy","(头发)微卷的"
35250,"wax","蜡"
35251,"waxed paper","同wax paper"
35252,"waxen","(脸色等)苍白的"
35253,"wax paper","蜡纸"
35254,"waxwork","（尤指名人的）蜡像"
35255,"waxy","似蜡的"
35256,"-way","（与数字连用构成形容词）表示“…向的”"
35257,"way","方法"
35258,"waylay","拦截"
35259,"way of life","典型行为模式"
35260,"way-out","极不寻常的"
35261,"wayside","路边"
35262,"way station","(长途旅程中暂时停留休息的）小站"
35263,"wayward","任性的"
35264,"wc","厕所"
35265,"we","(包括说话者或笔者在内的)我们"
35266,"weak","(身体)虚弱的"
35267,"weaken","削弱"
35268,"weak-kneed","懦弱的"
35269,"weakling","孱弱的人"
35270,"weakness","嗜好"
35271,"weal","(尤指尖锐之物所致的)红肿伤痕"
35272,"wealth","财富"
35273,"wealthy","富有的"
35274,"wean","给(婴儿或幼崽)断奶"
35275,"weapon","武器"
35276,"weaponize","使…武器化"
35277,"weaponry","(群体或国家拥有的)所有武器"
35278,"weapons-grade","(铀、钚等)武器级别的"
35279,"weapons of mass destruction","大规模杀伤性武器"
35280,"wear","穿"
35281,"wearable","可穿戴的"
35282,"wear and tear","(正常的)磨损"
35283,"wear away","(使)磨损"
35284,"wear down","(使)磨平"
35285,"wearer","穿戴者"
35286,"wearing","令人疲倦的"
35287,"wearisome","令人疲倦（或厌倦、沮丧）的"
35288,"wear off","（感觉等）逐渐消失"
35289,"wear on","(时间)流逝"
35290,"wear out","(使)磨损"
35291,"weary","疲倦的"
35292,"weasel","鼬"
35293,"weather","天气"
35294,"weather-beaten","(皮肤)经风吹日晒的"
35295,"weatherbeaten","(皮肤)经风吹日晒的"
35296,"weather forecast","天气预报"
35297,"weather forecaster","天气预报员"
35298,"weather girl","(年轻的)女天气预报员"
35299,"weatherman","男天气预报员"
35300,"weather man",""
35301,"weatherproof","防风雨的"
35302,"weather station","气象站"
35303,"weather vane","风向标"
35304,"weatherwoman","女天气预报员"
35305,"weather woman","男天气预报员"
35306,"weave","织(布)"
35307,"weaver","织布工"
35308,"web","蜘蛛网"
35309,"webbed","有蹼的"
35310,"webbing","（用作系带或座位支持物的）带状织物"
35311,"webcam","网络摄像机"
35312,"webcast","网络广播(或视频)节目"
35313,"weblog","网络日志"
35314,"web log",""
35315,"webmaster","(尤指专职的)网站管理员"
35316,"web page","网页"
35317,"webring",""
35318,"web ring","网络联盟"
35319,"website","网站"
35320,"web site",""
35321,"webspace","网络空间"
35322,"webzine","网络杂志"
35323,"wed","(与…)结婚"
35324,"we'd","(尤当 had 为助动词时"
35325,"wed.",""
35326,"wedded","致力于…的"
35327,"wedding","婚礼"
35328,"wedding band","同wedding ring"
35329,"wedding cake","结婚蛋糕"
35330,"wedding dress","婚纱"
35331,"wedding ring","结婚戒指"
35332,"wedge","把…楔住"
35333,"wedlock","已婚（状态）"
35334,"wednesday","星期三"
35335,"wee","很小的"
35336,"weed","杂草"
35337,"weedkiller","除草剂"
35338,"weed out","清除"
35339,"weedy","杂草丛生的"
35340,"week","星期"
35341,"weekday","工作日(指星期一至星期五的任何一天)"
35342,"weekend","周末"
35343,"weekender","外出度周末的人"
35344,"weekly","一周一次的"
35345,"weeknight","工作日夜晚"
35346,"weenie",""
35347,"weep","哭泣"
35348,"weeping willow","垂柳"
35349,"weepy","要哭的"
35350,"weevil","象甲"
35351,"weft","(纺织用的)纬线"
35352,"weigh","有…重"
35353,"weigh down","使负荷太重"
35354,"weigh in","参加"
35355,"weigh-in","(赛前)称体重"
35356,"weigh out","称出…的重量"
35357,"weight","重量"
35358,"weight down","加重于"
35359,"weighted","（体制）对…有利的"
35360,"weighting","权重"
35361,"weightless","无重量的"
35362,"weightlifter","举重运动员"
35363,"weight-lifting",""
35364,"weightlifting","举重(运动)"
35365,"weight training","举重训练"
35366,"weighty","重要的"
35367,"weigh up",""
35368,"weir","堰"
35369,"weird","奇怪的"
35370,"weirdo","怪人"
35371,"welch","赖账"
35372,"welcome","欢迎"
35373,"welcoming","热情的"
35374,"weld","焊接"
35375,"welder","焊接工"
35376,"welfare","健康"
35377,"welfare state","(英国等国的)福利国家(制度)"
35378,"we'll","（we shall或 we will 的常用口语形式）"
35379,"well","以下义项中未列的表达方式请参见第13项。"
35380,"well-adjusted","理智的"
35381,"well adjusted",""
35382,"well advised","明智的"
35383,"well-advised",""
35384,"well-appointed","（房间、建筑等）设备完善的"
35385,"well-balanced","通情达理的"
35386,"well balanced",""
35387,"well-behaved","彬彬有礼的"
35388,"well behaved",""
35389,"wellbeing","健康"
35390,"well-being","健康"
35391,"well-born","出身高贵的"
35392,"well-bred","有教养的"
35393,"well bred",""
35394,"well-brought-up","(尤指儿童)有礼貌的"
35395,"well brought up",""
35396,"well-built","(尤指男子)身强力壮的"
35397,"well built",""
35398,"well connected",""
35399,"well-connected","广结达官显贵的"
35400,"well-defined","易于辨认理解的"
35401,"well defined",""
35402,"well disposed","对…友好的"
35403,"well-disposed",""
35404,"well done","做得好"
35405,"well dressed",""
35406,"well-dressed","衣着入时的"
35407,"well earned","理应得到的"
35408,"well-earned","理应得到的"
35409,"well-endowed","(婉指女性或男性性别特征明显)天赋异禀的"
35410,"well-established","历史悠久的"
35411,"well established",""
35412,"well fed",""
35413,"well-fed","营养充足的"
35414,"well-founded","(报告、观念或感觉)理由充足的"
35415,"well founded",""
35416,"well groomed",""
35417,"well-groomed","衣着考究的"
35418,"well-heeled","有钱的"
35419,"well-hung","(礼貌、诙谐的说法)（男子）阳具硕大的"
35420,"well-informed","见多识广的"
35421,"well informed",""
35422,"wellington","防水胶靴"
35423,"well-intentioned","(虽常事与愿违但)出于好心的"
35424,"well intentioned",""
35425,"well kept",""
35426,"well-kept","(建筑、街道等)保持整洁的"
35427,"well known",""
35428,"well-known","众所周知的"
35429,"well-mannered","行为端正的"
35430,"well meaning",""
35431,"well-meaning","(虽常事与愿违但)出于好心的"
35432,"well-meant","(决定、行为或意见)出于好心的"
35433,"well meant",""
35434,"wellness","身心健康"
35435,"well nigh",""
35436,"well-nigh","几乎"
35437,"well-off","富裕的"
35438,"well off",""
35439,"well-oiled","(系统或机构)运转顺畅的"
35440,"well paid",""
35441,"well-paid","赚得多的"
35442,"well-preserved","不显老的"
35443,"well preserved",""
35444,"well-read","博览群书的"
35445,"well read",""
35446,"well-rounded",""
35447,"well spoken",""
35448,"well-spoken","言语得体的"
35449,"well-thumbed","（书或杂志）翻旧了的"
35450,"well timed",""
35451,"well-timed","时机正好的"
35452,"well-to-do","富裕的"
35453,"well-travelled","遍游海外的"
35454,"well-tried","屡试不爽的"
35455,"well tried",""
35456,"well-trodden","(路)常有人走的"
35457,"well-versed",""
35458,"well versed","通晓的"
35459,"well-wisher","表示良好祝愿的人"
35460,"wellwisher","表示良好祝愿的人"
35461,"well worn",""
35462,"well-worn","（话语、主意等）使用过多的"
35463,"welly","长筒雨靴"
35464,"welsh","威尔士的"
35465,"welshman","威尔士男子"
35466,"welt","(撞击或擦伤所致的)红肿"
35467,"welter","杂乱的一堆"
35468,"wench","女仆"
35469,"wend","(尤指缓慢、悠闲或小心地)走"
35470,"wendy house","温迪屋( 供孩子玩耍的游戏室)"
35471,"went",""
35472,"wept",""
35473,"were","（be的过去时复数和第二人称单数形式）"
35474,"we're","（we are 的常用口语形式）"
35475,"weren't","（were not 的常用口语形式）"
35476,"werewolf","(故事、电影中的)狼人"
35477,"west","西方"
35478,"westbound","向西的"
35479,"westerly","西部的"
35480,"western","西方的"
35481,"westerner","西方人"
35482,"westernization","西方化"
35483,"westernized","西方化的"
35484,"westernmost","最西部的"
35485,"west german","(指1990年德统一之前的联邦德国)西德的"
35486,"west indian","西印度群岛的"
35487,"westward","向西"
35488,"wet","湿的"
35489,"wetback","“湿背人”（指为了生活或工作"
35490,"wet blanket","扫兴的人"
35491,"wet dream","梦遗"
35492,"wetland","湿地"
35493,"wet nurse","(旧时的)乳母"
35494,"wet-nurse",""
35495,"wet suit","潜水服"
35496,"wetsuit",""
35497,"we've","（尤当 have 为助动词时"
35498,"whack","重打"
35499,"whacking","(表示强调)很大的"
35500,"whacky",""
35501,"whale","鲸"
35502,"whaler","捕鲸船"
35503,"whaling","捕鲸"
35504,"wham","(指突然或剧烈的声响)砰"
35505,"whammy","(困难或打击)同时发生"
35506,"wharf","码头"
35507,"what","(用于疑问句中询问所不知道的信息)什么"
35508,"whatever","任何…的事物"
35509,"whatnot","这一类的东西"
35510,"what's","(尤当 has 为助动词时"
35511,"whatsername",""
35512,"whatshername","(用于记不起或是努力想记起某个女人的名字时）叫什么名字的女人"
35513,"whatshisname","(用于记不起或是努力想记起某个男人的名字时）叫什么名字的男人"
35514,"whatsisname","(用于记不起或是努力想记起某个男人的名字时）叫什么名字的男人"
35515,"whatsit","（用于代替记不起或因为有些无礼而难以启口的名称或名字）那个什么"
35516,"whatsoever","(用于名词词组后"
35517,"wheat","小麦(指植物或籽实)"
35518,"wheatgerm","麦芽"
35519,"wheat germ",""
35520,"wheedle","哄骗"
35521,"wheel","轮"
35522,"wheel and deal","(在商业或政治上)玩弄手段"
35523,"wheelbarrow","(园艺等用的) 手推车"
35524,"wheelbase","(汽车或其他交通工具前后轮之间的)轴距"
35525,"wheelchair","轮椅"
35526,"wheel clamp","(用以锁住非法停靠车辆的)车轮固定夹"
35527,"wheeler-dealer","(尤指在商场和政治上)玩弄于腕者"
35528,"wheelhouse","(轮船的)驾驶室"
35529,"wheelie bin","带轮子的垃圾箱"
35530,"wheelwright","(制作和修理木制轮子及手推车、马车、门等其他木制品的)轮匠"
35531,"wheeze","喘息"
35532,"wheezy","气喘吁吁的"
35533,"whelk","海螺"
35534,"whelp","幼兽(尤指幼犬或狼崽)"
35535,"when","(用于疑问句)什么时候"
35536,"whence","从何处"
35537,"whenever","无论什么时候"
35538,"where","（用于疑问句）在哪里"
35539,"whereabouts","(人或物的)行踪"
35540,"whereas","(表示对比)但是"
35541,"whereby","凭此"
35542,"wherefores","理由"
35543,"wherein","在那里"
35544,"whereupon","于是"
35545,"wherever","无论哪里"
35546,"wherewithal","(某一特定用途的)必要设备"
35547,"whet","刺激(某人)对…的欲望"
35548,"whether","(表示选择或怀疑)是否"
35549,"whetstone","磨刀石"
35550,"whew","(用于书面表示感到很热、宽慰或惊讶时发出的声音)哟"
35551,"whey","乳清"
35552,"which","(用于疑问句中)哪个"
35553,"whichever","任何一种"
35554,"whiff","一阵(气味)"
35555,"whig","(18和19世纪致力于政治和社会改革的)辉格党成员"
35556,"while","(表示两件事同时发生)当…的时候"
35557,"while away","消磨"
35558,"whilst","同 while（连词）"
35559,"whim","一时的兴致"
35560,"whimper","抽泣"
35561,"whimsey",""
35562,"whimsical","怪异的"
35563,"whimsy","奇思异想"
35564,"whine","尖叫"
35565,"whinge","发牢骚"
35566,"whinger","发牢骚的人"
35567,"whinny","(马)嘶鸣"
35568,"whip","鞭子"
35569,"whiplash","(车祸等中造成的)颈部过度屈伸损伤"
35570,"whippersnapper","自以为是的人"
35571,"whippet","小灵狗(腿长"
35572,"whipping boy","替人受过者"
35573,"whipping cream","(经快速搅打后会发硬的)搅打奶油"
35574,"whippoorwill","三声夜鹰（见于北美）"
35575,"whip-round","凑钱"
35576,"whip up","激起"
35577,"whir",""
35578,"whirl","(使)回旋"
35579,"whirlpool","漩涡"
35580,"whirlwind","(陆地或海洋上的)旋风"
35581,"whirr","(机器、昆虫翅膀等)发出呼呼声"
35582,"whisk","迅速送走"
35583,"whisker","(猫、鼠等动物的)胡须"
35584,"whiskery","胡须多的"
35585,"whiskey","(产于爱尔兰或美国的)威士忌酒"
35586,"whisky","(尤指产于苏格兰、由大麦或黑麦酿制的)威士忌酒"
35587,"whisper","低声说"
35588,"whist","惠斯特牌（两人一组玩的扑克牌游戏）"
35589,"whistle","吹口哨"
35590,"whistle-blower","告发者"
35591,"whistleblower","告发者"
35592,"whistle-blowing","(向当局或公众)检举"
35593,"whistleblowing","(向当局或公众)检举"
35594,"whistle-stop","(尤指政界人士在很多地方)短暂停留的"
35595,"whit","一点也不"
35596,"white","白色"
35597,"whiteboard","白色书写板"
35598,"white christmas","(下雪的)白色圣诞节"
35599,"white collar",""
35600,"white-collar","白领的"
35601,"white elephant","昂贵而无用的东西"
35602,"white goods","白色家电(指冰箱、洗衣机等)"
35603,"white-haired","(老者)白发苍苍的"
35604,"whitehall","怀特霍尔(伦敦一街名"
35605,"white-hot","白热的"
35606,"white house","白宫(位于华盛顿特区的美国总统府邸"
35607,"white knight","(成功阻止公司被恶意收购或陷入财务困难的)白衣骑士"
35608,"white-knuckle","（乘坐游乐装置）令人兴奋又紧张的"
35609,"white lie","善意的谎言"
35610,"white meat","白肉（如鸡肉等）"
35611,"whiten","(使)变白"
35612,"white noise","白噪音(尤指持续而无规律的杂音)"
35613,"white pages","白页（电话号码查询手册中的一般用户部分"
35614,"white paper","白皮书"
35615,"white pepper","白胡椒"
35616,"white sauce","白沙司(用牛奶、面粉、黄油等制成的调味汁)"
35617,"white spirit","石油溶剂液"
35618,"white trash","穷苦的白人"
35619,"whitewash","(粉刷用的)石灰水"
